text;labels
Intern erstellt der Codegenerierungstask hierfür innerhalb der DetailScreenDestinati- on zahlreiche Funktionen, die das Coﬀee-Objekt serialisieren, zur Route hinzufügen, auf Nullability prüfen und schließlich wieder rekonstruieren. Zudem wird hierdurch ein weiterer Vorteil der Bibliothek illustriert: Da die APIs genau wissen, welchen Typ von Route sie benötigen, kann Typensicherheit geboten und garantiert werden. •Der klassische NavController wird ersetzt durch einen DestinationsNavigator . Dieser arbeitet mit den erzeugten Destinations und übernimmt somit die ursprüngliche Aufgabe des NavControllers. Der große Unterschied hierbei liegt darin, dass die- ser nicht vom Entwickelnden selbst implementiert und gepﬂegt werden muss. Das übernimmt die Bibliothek. Zur Verwendung muss dieser nur in der MainActivity der Anwendung mit dem Wert des Attributes rootdes in Abbildung 3.5 darge- stellten NavGraphs-Objektes aufgerufen werden. Änderungen, die die anzuzeigende Destination betreﬀen, können über den Aufruf der Funktion navigate() des Destina- tionsNavigators durchgeführt werden. Hierbei wird immer die generierte Destination übergeben, die verwendet werden soll.;0
 Tracking der Bodenfeuchtigkeit mit LoRaWAN und dem The Things NetworkEin Ausblick auf mögliche Weiterentwicklungen  Die Überwachung der Bodenfeuchtigkeit ist von entscheidender Bedeutung für die Landwirtschaft, das Umweltmanagement und die Forschung. Mit dem Aufkommen von Low Power Wide Area Networks (LPWAN) wie LoRaWAN (Long Range Wide Area Network) und Plattformen wie The Things Network (TTN) eröffnen sich neue Möglichkeiten für die präzise und kosteneffiziente Erfassung von Bodendaten in Echtzeit. Diese Technologien ermöglichen eine flächendeckende und nahezu georeferierte Sensorik, die nicht nur zur Optimierung von Bewässerungsstrategien beiträgt, sondern auch bei der Analyse klimatischer Entwicklungen und der nachhaltigen Landnutzung von Bedeutung ist.   Aktueller Stand der Technik  LoRaWAN zeichnet sich durch seine lange Reichweite und niedrigen Energieverbrauch aus, was es zu einer idealen Lösung für die Landwirtschaft macht, wo Sensoren oft an abgelegenen Orten installiert werden. Mit der Integration von TTN als offenes Netzwerk, das es Nutzern ermöglicht, ihre Sensoren unkompliziert anzubinden, entfällt die Notwendigkeit, eine eigene Infrastruktur aufzubauen. Sensoren für die Bodenfeuchtigkeit sind mittlerweile weit verbreitet und können Daten wie Wassergehalt, Temperatur und pH-Wert in Echtzeit erfassen. Diese Daten werden über LoRaWAN an Gateway-Stationen übertragen und im TTN konvergiert, wo sie analysiert und bereitgestellt werden können.   Mögliche Weiterentwicklungen  Die Zukunft der Bodenfeuchtigkeitsüberwachung mittels LoRaWAN und TTN bietet ein Vielzahl von Entwicklungsperspektiven. Zunächst könnte die Sensortechnologie weiter optimiert werden. Die Entwicklung von hochsensiblen und kosteneffizienten Sensoren würde nicht nur die Genauigkeit der Messungen erhöhen, sondern auch eine breitere Akzeptanz unter Landwirten und Umweltforschern fördern. Langfristig könnten flexible und modulare Sensorkonzepte entstehen, die eine einfache Anpassung der Messtechnik an unterschiedliche Umgebungsbedingungen ermöglichen.  Ein weiterer Aspekt ist die Integration von KI-gestützten Analysealgorithmen, die auf den erfassten Daten basieren. Mithilfe von maschinellem Lernen könnten historische Daten über Bodenfeuchtigkeit, Wetterbedingungen und Pflanzenwachstum miteinander verknüpft werden, um präzise Vorhersagen für Bewässerungsbedarf und Erntezeitpunkte zu treffen. Dies könnte nicht nur die Effizienz der Ressourcenverwendung verbessern, sondern auch den Ertrag steigernd wirken.  Des Weiteren besteht eine bedeutsame Potenzial zur Verbesserung der Datenerfassung und -kommunikation. Die Verknüpfung von LoRaWAN mit anderen Kommunikationsprotokollen wie NB-IoT (Narrowband IoT) könnte die betrieblichen Möglichkeiten erweitern und die Datenübertragung in Gebieten mit schwachem Empfang verbessern. Ein solcher hybrider Ansatz könnte eine redundante Kommunikation sicherstellen, die gerade in landwirtschaftlich genutzten, aber infrastrukturell schwach ausgeprägten Regionen wichtig ist.  Ein Aspekt, der in Zukunft ebenfalls an Bedeutung gewinnen könnte, ist die Entwicklung von offenen Plattformen für die Datennutzung. Der Austausch und die Nutzung von Daten im Rahmen von Agrarökosystemen könnten nicht nur das Wissen um regionale Gegebenheiten erweitern, sondern auch zur Schaffung von Best Practices in der agrarischen Produktion beitragen. Community-basierte Ansätze könnten die Zusammenarbeit zwischen Landwirten, Forschern und Technologieanbietern fördern und dazu beitragen, Probleme der zukünftigen Nahrungsmittelversorgung nachhaltig zu adressieren.   Fazit  Insgesamt bietet das Tracking der Bodenfeuchtigkeit mit LoRaWAN und dem TTN nicht nur gegenwärtig wertvolle Einblicke für die Landwirtschaft und ökologische Studien, sondern birgt auch ein hohes Innovationspotenzial. Durch technologische Fortschritte in den Bereichen Sensortechnologie, Datenanalyse, Kommunikationsprotokolle und offene Datenplattformen könnte die Bodenfeuchtigkeitsüberwachung nicht nur revolutioniert, sondern auch entscheidend zur Verbesserung der nachhaltigen Landwirtschaft und des Umweltmanagements beitragen. In einer Zeit, in der Klimawandel und Ressourcenknappheit zunehmend im Fokus stehen, sind solche Entwicklungen von zentraler Bedeutung für die zukünftige Nahrungsmittelproduktion und den verantwortungsvollen Umgang mit unseren natürlichen Ressourcen.;1
Konzept für eine wissenschaftliche Arbeit: Optimierung der Visualisierung, Bedienung und Selbstregelung eines um Elektronik erweiterten Luftreinigungsgerätes  Einleitung  In Zeiten zunehmender Luftverschmutzung und gesundheitlicher Probleme, die mit einer schlechten Raumluftqualität einhergehen, gewinnt die Entwicklung effektiver Luftreinigungsgeräte zunehmend an Bedeutung. Die vorliegende Arbeit widmet sich der Optimierung eines modernen Luftreinigungsgerätes, das durch elektronische Komponenten erweitert wurde. Ziel ist es, die Visualisierung der Betriebsparameter, die Benutzerfreundlichkeit der Bedienoberfläche sowie die Effizienz der Selbstregelungsmechanismen zu verbessern.   Problemstellung  Trotz der technologischen Fortschritte in der Luftreinigungstechnik sind viele der derzeit verfügbaren Geräte in ihrer Benutzerfreundlichkeit und Effizienz limitiert. Häufig mangelt es an intuitiven Bedienoberflächen, die den Nutzern eine einfache Interaktion ermöglichen. Darüber hinaus sind die Visualisierung der Luftqualitätsdaten und die Selbstregelungsfunktionen oft nicht ausreichend optimiert, was zu einer suboptimalen Nutzung des Gerätes führt.   Ziele der Arbeit  Die Arbeit verfolgt mehrere spezifische Ziele:  1. Analyse der bestehenden Systeme: Untersuchung der aktuellen Luftreinigungsgeräte hinsichtlich ihrer Visualisierungs- und Bedienkonzepte sowie der Selbstregelungsmechanismen.     2. Entwicklung eines benutzerfreundlichen Interfaces: Gestaltung eines intuitiven Bedienkonzepts, das den Nutzern eine einfache und schnelle Interaktion mit dem Gerät ermöglicht.  3. Optimierung der Visualisierung: Implementierung eines ansprechenden und informativen Displays, das relevante Daten zur Luftqualität, Betriebsmodi und Filterstatus in Echtzeit anzeigt.  4. Verbesserung der Selbstregelung: Entwicklung von Algorithmen, die es dem Gerät ermöglichen, autonom auf Veränderungen der Luftqualität zu reagieren und die Betriebsparameter entsprechend anzupassen.  Methodik  Die Methodik umfasst sowohl qualitative als auch quantitative Ansätze:  - Literaturrecherche: Analyse bestehender wissenschaftlicher Arbeiten und Marktanalysen zu Luftreinigungsgeräten und deren Bedienkonzepten.    - Befragungen und Usability-Tests: Durchführung von Nutzerbefragungen, um die Anforderungen und Wünsche der Endverbraucher zu ermitteln. Usability-Tests zur Evaluierung der neuen Bedienoberfläche.  - Prototyping und Tests: Entwicklung eines Prototyps des optimierten Gerätes, gefolgt von Tests zur Evaluierung der Funktionalität der Selbstregelungsmechanismen und der Benutzerfreundlichkeit.  Erwartete Ergebnisse  Die Arbeit erwartet, dass durch die Optimierung der Visualisierung und Bedienung sowie der Selbstregelung die Benutzerzufriedenheit erhöht und die Effizienz des Luftreinigungsgerätes gesteigert werden kann. Ein benutzerfreundliches Interface und eine verbesserte Selbstregelung sollen zu einer effektiveren Nutzung des Gerätes führen, was letztlich zu einer besseren Raumluftqualität beiträgt.  Schlussfolgerung  Die vorliegende Arbeit leistet einen Beitrag zur Weiterentwicklung von Luftreinigungsgeräten, indem sie innovative Ansätze zur Optimierung der Benutzererfahrung und der automatisierten Regelung aufzeigt.;1
"3.4.7 Zugriﬀ auf den Gyrosensoren
Für das Starten der Messung und das Anzeigen der Gyrosensor Daten wird im Media-
Framgent ein Button sowie Textfelder für die X-,Y- und Z-Achse angelegt. Für den
Button wird eine ’onClickListener’ angelegt, der die im Listing 3.34 beschriebene Methode
aufruft.
Auf den Gyrosensor kann mithilfe des Sensor Managers zugegriﬀen werden, der aus dem
Activity Context bezogen wird. Über den Sensor Manager kann der Gyrosensor bezogen
werden. Ferner wird mit dem Sensor Manager ein Listener registriert. Für das Registrieren
wird als Händler das Media-Framgent, für den Sensor der bezogene Gyrosensor und
für Abtastzeit eine Sekunde mitgegeben. Damit das Media-Framgent die Events richtig
verarbeiten kann, muss es von der ’SensorEventListener’ Klasse erben. Des Weiteren muss
die Methode ’onSensorChanged’ implementiert werden.
Die ’onSensorChanged’ Methode wird in dem angegebenen Intervall mit den Daten des
Gyroensors aufgerufen. In der Methode können die Sensordaten verarbeitet werden. Nach
der Verarbeitung werden die Daten über das Binding des Fragments in der Oberﬂäche
angezeigt. Durch das beim Listener deﬁnierte Intervall wird der Wert einmal pro Sekunde
aktualisiert.";0
Vergleich von Progressive Web Apps und nativen Apps am Beispiel einer Journaling-AppEin Ausblick auf mögliche Weiterentwicklungen  In der heutigen digitalen Landschaft gewinnen Progressive Web Apps (PWAs) zunehmend an Bedeutung, insbesondere im Vergleich zu traditionellen nativen Anwendungen. Diese Entwicklung ist besonders relevant im Kontext von Journaling-Apps, die eine intuitive Benutzererfahrung bieten und gleichzeitig den Anforderungen der Nutzer an Flexibilität und Zugänglichkeit gerecht werden müssen. Der folgende Text untersucht die Vor- und Nachteile von PWAs im Vergleich zu nativen Apps und wagt einen Ausblick auf mögliche zukünftige Entwicklungen in diesem Bereich.  PWAs kombinieren die besten Eigenschaften von Web- und nativen Apps. Sie sind über einen Webbrowser zugänglich, bieten jedoch Funktionen wie Offline-Nutzung, Push-Benachrichtigungen und eine App-ähnliche Benutzeroberfläche. Im Gegensatz dazu sind native Apps spezifisch für ein Betriebssystem (iOS oder Android) entwickelt und können tiefere Integrationen in die Hardware des Geräts bieten, wie etwa den Zugriff auf die Kamera oder GPS-Dienste. Diese Unterschiede sind entscheidend, wenn man die Benutzererfahrung und die Funktionalität einer Journaling-App betrachtet.  Ein wesentliches Argument für PWAs ist ihre Plattformunabhängigkeit. Nutzer können eine Journaling-App auf verschiedenen Geräten und Betriebssystemen verwenden, ohne zusätzliche Installationen vornehmen zu müssen. Dies fördert die Zugänglichkeit und ermöglicht es Entwicklern, ein breiteres Publikum zu erreichen. Native Apps hingegen erfordern separate Entwicklungszyklen für verschiedene Plattformen, was den Aufwand und die Kosten erhöht. Dennoch bieten native Apps in der Regel eine bessere Leistung und tiefere Integration in die Geräteeinstellungen, was für einige Nutzergruppen von entscheidender Bedeutung sein kann.  Im Hinblick auf die Benutzererfahrung bieten PWAs einige Vorteile, insbesondere durch ihre Fähigkeit, schnell zu laden und nahtlos zwischen Online- und Offline-Modi zu wechseln. Dies ist besonders relevant für Journaling-Apps, bei denen Nutzer möglicherweise auch in Umgebungen mit eingeschränkter Internetverbindung arbeiten möchten. Die Möglichkeit, Inhalte automatisch zu synchronisieren, sobald eine Verbindung besteht, kann die Benutzererfahrung erheblich verbessern. Native Apps hingegen profitieren von der Nutzung der Geräteleistung und können umfassendere Funktionen anbieten, wie beispielsweise die Verwendung von biometrischen Anmeldungen oder die Integration in andere native Dienste.  Ein weiterer Aspekt, der in die Diskussion einfließt, ist die Sicherheit. PWAs sind in der Regel sicherer als herkömmliche Webanwendungen, da sie über HTTPS bereitgestellt werden und strenge Sicherheitsprotokolle befolgen müssen. Native Apps hingegen können anfälliger für Sicherheitslücken sein, insbesondere wenn sie nicht regelmäßig aktualisiert werden. Für eine Journaling-App, die sensible persönliche Daten speichert, ist dies ein entscheidender Faktor.  In Anbetracht der fortschreitenden technologischen Entwicklungen lassen sich mehrere Trends und mögliche Weiterentwicklungen für PWAs und native Apps im Bereich der Journaling-Apps identifizieren. Zunächst könnte die Integration von Künstlicher Intelligenz (KI) in PWAs eine personalisierte Benutzererfahrung bieten, indem sie den Nutzern hilft, ihre Einträge zu analysieren und Muster in ihrem Schreibverhalten zu erkennen. Dies könnte durch maschinelles Lernen erreicht werden, das in der Lage ist, die Vor;1
 Grundlagenteil: Aktueller Stand der Technik  Die Entwicklung von Content-Management-Systemen (CMS) hat in den letzten Jahren eine bemerkenswerte Evolution durchlaufen, insbesondere im Kontext der Erstellung von Anwendungen für mobile Geräte und interaktive Systeme. Ein zentrales Ziel dieser Systeme ist es, den Nutzern eine benutzerfreundliche Plattform zu bieten, die es ihnen ermöglicht, Inhalte effizient zu erstellen, zu verwalten und zu veröffentlichen, ohne tiefgehende Programmierkenntnisse zu benötigen. In diesem Kontext gewinnt die Integration von CMS in die Robotik, insbesondere bei humanoiden Robotern wie Pepper, zunehmend an Bedeutung.   Humanoide Roboter und ihre Anwendungen  Pepper, entwickelt von SoftBank Robotics, ist ein humanoider Roboter, der für die Interaktion mit Menschen konzipiert wurde. Er ist in der Lage, Emotionen zu erkennen und darauf zu reagieren, was ihn zu einem idealen Kandidaten für den Einsatz in verschiedenen Bereichen wie Bildung, Gesundheitswesen und Kundenservice macht. Die Programmierung von Anwendungen für Pepper erfolgt in der Regel über die Naoqi-API, die eine Vielzahl von Funktionen zur Steuerung von Bewegungen, Sprachinteraktionen und Sensorik bietet. Die Herausforderung besteht jedoch darin, dass die Entwicklung von Apps für solche Roboter oft komplex und zeitaufwendig ist, was die Zugänglichkeit für nicht-technische Nutzer einschränkt.   Content-Management-Systeme für die Robotik  Die Integration eines CMS zur Erstellung von Apps für Pepper könnte die Barrieren für die Entwicklung von Inhalten erheblich senken. Der aktuelle Stand der Technik in diesem Bereich zeigt, dass es bereits Ansätze gibt, die eine visuelle Programmierung oder die Verwendung von Drag-and-Drop-Oberflächen ermöglichen. Solche Systeme bieten eine intuitive Benutzeroberfläche, die es Nutzern ermöglicht, komplexe Abläufe ohne tiefgehende Programmierkenntnisse zu gestalten. Tools wie Blockly oder Scratch haben in der Bildungsrobotik gezeigt, dass visuelle Programmierung die Lernkurve für neue Benutzer erheblich verkürzen kann.  Darüber hinaus gibt es bereits spezialisierte CMS, die sich auf die Entwicklung von Inhalten für mobile Plattformen konzentrieren. Diese Systeme bieten oft vorgefertigte Module und Vorlagen, die es Nutzern ermöglichen, schnell und effizient Apps zu erstellen. Die Herausforderung besteht darin, diese bestehenden Technologien mit den spezifischen Anforderungen und Funktionen von humanoiden Robotern wie Pepper zu kombinieren.   Aktuelle Entwicklungen und Trends  In den letzten Jahren haben sich auch Technologien wie Künstliche Intelligenz (KI) und maschinelles Lernen in der Robotik etabliert. Diese Technologien ermöglichen es Robotern, aus Interaktionen zu lernen und sich an die Bedürfnisse der Nutzer anzupassen. Ein CMS, das diese Technologien integriert, könnte nicht nur die Erstellung von Inhalten vereinfachen, sondern auch die Interaktivität und Anpassungsfähigkeit der Apps erhöhen.  Ein weiterer Trend ist die zunehmende Nutzung von Cloud-basierten Lösungen, die es ermöglichen, Anwendungen zentral zu hosten und von verschiedenen Geräten aus darauf zuzugreifen. Dies könnte die Entwicklung und Verwaltung von Apps für Pepper weiter vereinfachen und die Zusammenarbeit zwischen verschiedenen Entwicklern fördern.   Fazit  Zusammenfassend lässt sich sagen, dass der aktuelle Stand der Technik im Bereich der CMS und der Robotik vielversprechende Ansätze bietet,;1
Anforderungen an die Kollisonsvermeidung: In den Anforderungen wurde spezifiziert, dass die Kollisionsvermeidung Hindernisse rechtzeitig erkennt, so dass es bei Geschwindig- keiten von bis zu 30km/h und einem idealen Bremsweg keine Kollision mit Gegenständen in Fahrtrichtung erfolgen kann. Jedoch sind am Fahrzeug keine Bremsen vorhanden, weswegen der ideale Bremsweg nicht ausgetestet werden kann. Weiterhin existieren einzelne Probleme bei der Erkennung von Hindernissen durch den Ultraschallsensor und die spezifizierte Maximalgeschwindigkeit von 30km/h konnte nicht erreicht werden, weswegen die Anforde- rungen an die Kollisionsvermeidung nicht vollständig erfüllt werden. Jedoch existiert am Ende des Projektes eine funktionierende Kollisionsvermeidung im Fahrzeug mit reduzierter Geschwindigkeit und der Abstand, bei dem die Kollisionsvermeidung ausgelöst wird, ist konfigurierbar. So konnten zwar die Anforderungen nur teilweise umgesetzt werden jedoch auch eine Ausgangsbasis für darauf aufbauende weiterführende Projekte geschaffen werden (siehe Kapitel 5.7.4). Projektspezifische Anforderungen: Im Rahmen der projektspezifischen Anforderungen wurde festgelegt, dass das entwickelte Protokoll durch den Digi Xbee 3-Microcontroller unterstützt werden muss. Weiterhin wurde bestimmt, dass im Falle einer durchgeführten Kollisionsvermeidung eine Nachricht an der Fernsteuerung angezeigt werden soll und für die verwendete Software und Protokollstacks keine Lizenzkosten anfallen sollen. Hier wurden alle Anforderungen unterstützt, dass das entwickelte Protokoll durch den Digi Xbee 3-Microcontroller unterstützt wird, lässt sich in Abschnitt 5.7.4beobachten, wie auch das Anzeigen einer Nachricht an der Fernsteuerung im Falle einer durchgeführten Kollisionsvermeidung.;0
Bei der Betrachtung fällt auf, dass sich die Werte stark verändern, obwohl das Gerät nicht bewegt wurde. Gründe für die Abweichungen können sowohl die geringe Sendeleistung und die kleinen Antennen als auch äußere Einflüsse wie beispielsweise Funkwellen reflektierende Objekte sein. Im Rahmen dieser Arbeit kann allerdings keiner dieser Aspekte korrigiert werden. Grund dafür sind der hohe Aufwand sowie höhere Kosten, welche den größten Mehrwert des Konzepts eliminieren würden. Damit der Testdatensatz nicht durch ein fehlerhaftes Gerät oder beispielsweise einen leerer werdenden Akku beeinflusst wird, werden die Daten mit drei Locator und drei BLE Geräten gesammelt und somit die Menge der Proben erhöht. Um besser darstellen zu können, wie weit die Messwerte auseinander gehen, wird ein Boxplot über die RSSIfür die einzelnen Geräte erstellt.;0
Zudem lassen sich die Systeme dadurch auf schädlichen Programmcode bzw. Code, welcher ungewollte Nutzungsstatistiken versendet, überprüft werden. Ein weiterer Vorteil ergibt sich in der Instandhaltung und Wartung der Systeme. Durch den Gemeinnutzen werden zudem Sicherheitslücken und Performance-Updates regelmäßig und kostenfrei zur Verfügung gestellt.  •Community Ebenfalls der hohen Nutzerzahl geschuldet entstehen rund um OSWCMS zahlreiche Communities, in welchen sich Nutzer bei Frage- und Problemstellungen zusammenfin- den und gegenseitige Ratschläge und Tipps entgegennehmen sowie selbst bereitstellen. Diese Hilfestellung erfolgt durch die Open-Source Charakteristik im Gegensatz zu kommerziellen Lösungen kostenfrei.  Im Rahmen dieser Arbeit werden die vier gängigsten Open-Source Web- CMSauf Gemein- samkeiten und Unterschiede sowie Besonderheiten hinsichtlich ihrer Implementierung in Unternehmen, zum Zweck der Erstellung einer Website, untersucht. Das Produktportfolio an Web Content Management Systemen hat einen breit gefächerten Markt. Vorzugsweise setzen Unternehmen und Privatanwender hierbei auf Lösungen, welche geringe (oder gar keine) Investitionskosten mit sich bringen. HierkristallisiertsichdergroßeVorteilvonOpen-SourcegegenüberkommerziellenLösungen heraus, da diese in der Regel kostenfrei erworben werden können. Ferner werden diese Systeme häufig selbst mit Open-Source Webserver-Komponenten betrieben. Ein gängiger Technologie-Stack ist hierbei der sogenannte LAMP-Stack, welcher aus dem Open-Source- Betriebssystem Linux und den für den Betrieb von dynamischen Webseiten notwendigen Open-Source-Programmen Apache-Webserver, MySQL als Datenbanksystem und PHP als dynamische Web-Skriptsprache besteht.;0
Um den abstrakten Begriff der Softwarequalität begreifen, beurteilen und messen zu können, wurde   von zahlreichen Vertretern der Softwareentwicklung an der Definition geeigneter Faktoren  gearbeitet. Der Ansatz von Boehm et al. war es, eine Baumstruktur zu erstellen, die alle relevanten  Faktoren und deren Beziehungen abbilden  sollte. Das Ergebnis ihrer Arbeit  kann in Abbildung 9  eingesehen werden .    Eine andere Vorgehensweise verfolgten McCall et al., die zunächst übergeordnete Faktoren  definierten. Dazu suchten sie in der Literatur nach Kriterien im Zusammenhang mit Softwarequalität,  um deren Häufigkeit zu bestimmen und eine Gruppierung ähnlicher Faktoren vorzunehmen.  Durch  dieses Vorgehen leiteten sie elf relevante Faktoren ab, die jeweils durch untergeordnete Kriterien  spezifiziert wurden.  Für die Codequalität relevant ist besonders der Faktor Maintainability, der durch  einige Kriterien spezifiziert wird, die dem Bereich der inneren Qualität zugeordnet werden können.  Diese  Zusammenhänge sind  in Abbildung 10 dargestellt .   Demselben Aufbau wie McCall et al. folgt auch die Norm ISO/IEC 9126 , wie untenstehender  Abbildung entnommen werden kann. Interne und externe Faktoren werden hierbei  zusammengefasst. Bemerkenswert ist der besonders hohe Grad an Übereinstimmung mit den von  McCall et al. definierten Faktoren und Subkriterien.    2.1.3 Prinzipien der Objektorientierung   Mit dem Aufkommen der objektorientierten Programmierung wurden weitere Prinzipien eingeführt,  um die Softwarequalität objektorientierter Programme zu steigern. Ein bekannter Vertreter, der  wichtige Arbeit auf diesem Gebiet leistete, zahlreiche Prinzipien der Objektorientierung einführte  und einige  Werke darüber veröffentlichte, ist Robert C. Martin. Im Folgenden werden  einige der von  ihm dargestellten Konzepte, die später für die Bewertung der Quellcodequalität herangezogen  werden, kurz dargestellt.;0
Ziel dieser Arbeit ist es, zu beantworten, ob bei autonomen Katzenklappen die momentane Standardtechnologie von RFID Chips durch eine Katzenerkennung mithilfe von KI möglich und sinnhaft ist. Zur Durchführung dieses Projekts wird ein Versuchsaufbau besierend auf einemRaspberryPirealisiert,wobeiKatzenübereineNachtsichtkameraundDeepLearning erkannt werden. Der Nutzer interagiert mittels einer Android App und Kommunikation über Google Firebase mit der auf Python basierten Basisstation. Das Ergebnis der Arbeit zeigt, dass die Implementierung auf diese Weise möglich und funktional ist, allerdings auch 2022 noch aufwendiger bleibt als eine RFID-basierte Implementierung.;0
 Realisierung eines IoT-Systems zur Steuerung einer Katzenklappe mittels KI-basierter Katzenerkennung     Die fortschreitende Digitalisierung und die zunehmende Vernetzung von Alltagsgegenständen haben zur Entwicklung innovativer Lösungen im Bereich der Heimautomatisierung geführt. Insbesondere im Tiermanagement eröffnet das Internet der Dinge (IoT) neue Möglichkeiten, um das Leben von Haustieren und deren Haltern zu erleichtern. In diesem Kontext wurde ein IoT-System zur Steuerung einer Katzenklappe entwickelt, das auf einer KI-basierten Katzenerkennung basiert. Ziel des Projekts war es, eine intelligente Lösung zu schaffen, die es Katzen ermöglicht, selbstständig zwischen Innen- und Außenbereich zu navigieren, während gleichzeitig unerwünschte Tiere ferngehalten werden.   Systemarchitektur  Das entwickelte System besteht aus mehreren Komponenteneiner automatisierten Katzenklappe, einer Kamera zur Erfassung der Katzenbilder und einem KI-Modell zur Identifikation der Tiere. Die Katzenklappe ist mit einem Motor ausgestattet, der durch ein Steuerungssystem angesteuert wird. Die Kamera erfasst in Echtzeit Bilder von den sich nähernden Tieren, die dann zur Analyse an einen zentralen Server gesendet werden. Dort verarbeitet ein vortrainiertes neuronales Netzwerk die Bilder und entscheidet, ob es sich um die eigene Katze oder ein fremdes Tier handelt.   Implementierung der KI-gestützten Katzenerkennung  Die Implementierung des KI-Modells stellte eine der größten Herausforderungen des Projekts dar. Um die Erkennungsgenauigkeit zu maximieren, wurde ein Datensatz von Bildern der eigenen Katze sowie von verschiedenen anderen Katzen und Tieren erstellt. Durch den Einsatz von Techniken des maschinellen Lernens, insbesondere Convolutional Neural Networks (CNNs), konnte das Modell trainiert werden, um zwischen der eigenen Katze und anderen Tieren zu unterscheiden. Nach umfassenden Tests erzielte das Modell eine Erkennungsgenauigkeit von über 95 %, was die Zuverlässigkeit des Systems erheblich steigerte.   Fazit  Die Realisierung des IoT-Systems zur Steuerung einer Katzenklappe mittels KI-basierter Katzenerkennung war ein erfolgreiches Unterfangen, das sowohl technologische als auch praktische Herausforderungen meisterte. Die Integration von KI in die Haustierverwaltung hat nicht nur die Funktionalität der Katzenklappe verbessert, sondern auch das Nutzererlebnis für Katzenhalter erheblich optimiert. Die Möglichkeit, die Klappe intelligent zu steuern und unerwünschte Tiere auszuschließen, bietet einen klaren Mehrwert.   Zukünftige Entwicklungen könnten darauf abzielen, das System weiter zu verfeinern, indem zusätzliche Sensoren integriert werden, um beispielsweise das Wetter oder die Tageszeit zu berücksichtigen. Auch die Erweiterung um weitere Tierarten könnte in Betracht gezogen werden, um ein umfassenderes Smart-Home-Erlebnis zu schaffen. Insgesamt zeigt dieses Projekt, dass die Kombination von IoT und KI das Potenzial hat, den Alltag von Tierhaltern nachhaltig zu verbessern und die Lebensqualität der Tiere zu erhöhen.;1
In Abbildung 3.13 ist eine Beispielmatrix zu sehen. Jeweils rechtes von jeder Zeile und unter der ersten Spalte sind Buttons, um neue Funktionen hinzufügen zu können. Jede Zeile steht dabei für ein Zeitslot. Das heißt, Funktionen die in der zweiten Zeile werden erst ausgeführt, wenn alle Funktionen aus der ersten Zeile ausgeführt wurde. Funktionen die in der selben Zeile sind werden von Pepper gleichzeitig Abgearbeitet. Somit zum Beispiel eine Kombination von der Animation- und Audiofunktion erstellt werden. Pepper führt dann die Animation aus während ein Sound gespielt wird. Beim Hinzufügen einer neuen Funktion bestimmt der Nutzer direkt per Dropdown Menü welche Funktion hinzugefügt werden soll. Anschließend kann der Nutzer auf den neu entstandenen Button klicke um Einstellungen an der Funktion vorzunehmen. Dazu öﬀnet sich ein Popup. Klickt der Nutzer in der Navigationsleiste auf „Submenu“ klappt ein Menü, in dem alle Submenus zu sehen sind, auf. Klickt dann der Nutzer auf ein bestehendes Submenu an, klappt ein weiteres Menu mit allen Buttons auf, die im Submenu enthalten sind. Per Klick auf einen Button kann der Nutzer diese einstellen. An den Listen für die Buttons und Submenus ist jeweils ein Button am Ende der Liste um weitere Elemente hinzuzufügen.;0
In dieser Arbeit wurde die Entwicklung eines virtuellen MQTT-Szenarios für Lehrzwecke untersucht, das nicht nur die Grundlagen des MQTT-Protokolls veranschaulicht, sondern auch die Vermittlung praktischer Fähigkeiten in der IoT-Technologie fördert. Durch die Implementierung eines interaktiven und benutzerfreundlichen Systems konnten Studierende in einer simulierten Umgebung Erfahrungen sammeln, die sie auf reale Anwendungen vorbereiten.  Die Analyse der verschiedenen Komponenten des Szenarios zeigt, dass ein solcher Ansatz nicht nur das Verständnis der theoretischen Konzepte verbessert, sondern auch die Teamarbeit und Problemlösungsfähigkeiten der Lernenden stärkt. Die Verwendung von MQTT als Kommunikationstechnik bietet hierbei den Vorteil einer weit verbreiteten und relevanten Technologie, die in vielen modernen Anwendungen der Vernetzung und Automatisierung zum Einsatz kommt.  Die durchgeführte Evaluation hatüberdies gezeigt, dass das virtuelle Szenario nicht nur die Lernmotivation steigert, sondern auch das kritische Denken anregt, indem es den Schülerinnen und Schülern ermöglicht, selbständig Herausforderungen zu bewältigen und kreative Lösungen zu entwickeln.   Abschließend lässt sich festhalten, dass die Entwicklung eines virtuellen MQTT-Szenarios für Lehrzwecke ein vielversprechendes Modell darstellt, um das Lernen im Bereich der IoT-Technologien zu revolutionieren. Weitere Forschungsarbeiten könnten sich darauf konzentrieren, die didaktischen Konzepte weiter zu verfeinern und die Integration in bestehende Lehrpläne auszubauen, um eine breitere Zielgruppe zu erreichen. Damit leistet die Arbeit einen wichtigen Beitrag zur Verbesserung der Ausbildung in diesem zukunftsträchtigen Bereich.;1
